Author,Title,Content,Views
Gonçalves Dias,IV,"(...)

Uma voz sonora e retumbante partiu do Ipiranga
e foi do mar aos Andes e do Prata às margens do
Amazonas.

E todos se ergueram violenta e instantaneamente
como um cadáver por virtude do galvanismo.

E soltaram o mesmo brado com voz entusiasta e
forte, e travaram das armas com a impavidez do guerreiro
e com a esperança do homem que pugna em favor da justiça.

E a corrente que prendia um Império a outro Império,
fraca com o seu comprimento, estalou violentamente
em mil pedaços.

E os dois Impérios soltaram dois gritos simultâneos;
— era de um lado o despeito do caçador que
vê fugir-lhe a presa, e do outro o contentamento da
águia quando pela primeira vez ousa fitar a luz do
sol e a balançar-se nos campos incomensuráveis do
espaço.

E os homens, que eram livres, regozijavam-se com
a vitória do povo emancipado, e os que eram tiranizados
afiavam com mais ardor a espada da liberdade
nas escadas dos potentes.

(...)


Poema integrante da série Capítulo III.

In: DIAS, Gonçalves. Meditação. Rio de Janeiro: H. Garnier, 1909. p.62-6",581053
Cora Coralina,Não Conte pra Ninguém,"Eu sou a velha
mais bonita de Goiás.
Namoro a lua.
Namoro as estrelas.
Me dou bem
com o rio Vermelho.
Tenho segredo
com os morros
que não é de adivinhá.

Sou do beco do Mingu,
sou do larguinho
do Rintintim.

Tenho um amor
que me espera
na rua da Machorra,
outro no Campo da Forca.
Gosto dessa rua
desde o tempo do bioco
e do batuque.

Já andei no Chupa Osso.
Saí lá no Zé Mole.
Procuro enterro de ouro.
Vou subir o Canta Galo
com dez roteiros na mão.

(...)

Já bebi água do rio
na concha da minha mão.
Fui velha quando era moça.
Tenho a idade de meus versos.
Acho que assim fica bem.
Sou velha namoradeira.
Lancei a rede na lua,
ando catando as estrelas.


In: CORALINA, Cora. Meu livro de cordel. 2. ed. São Paulo: Global, 198",64840
Maria Teresa Horta,Anjos do Apocalipse – II,"Este é o anjo do apocalipse
com a sua espada
filva

funda

Embainhada na nossa
vagina

Ei-lo que rompe
o espaço
com a espada

com o esperma

Anjo da justiça
com o seu pénis

Caminham com estandartes
Com espadas e paixão
Numa erecção calada

São os anjos do ódio
com a sua raiva
alada

Vestem o corpo
com o brilho das armaduras
e do vidro

e só depois voam...

Os arcanjos do sonho
com as suas asas
nocturnas de veludo

São os arcanjos
do sonho

Usando comigo
a sua espada
de aço

",157251
Cora Coralina,O Longínquo Cantar do Carro,"(...)

Carregar o carro, jungir os bois,
pegar na dispensa da casa grande mantimento para a viagem,
— quatro dias ida e volta, receber a lista das encomendas,
levar bruacas de couro por cima do taboado com os presentes
que a fazenda oferecia a parentes,
era a rotina da vida no Paraíso e nós, jovens, ansiando já pela volta
[do carro,
cartas e jornais do Rio de Janeiro.
Minha mãe era assinante do ""Paiz"" e para nós vinham os romances
do Gabinete Literário Goiano.
Esperar a volta do carro, imaginar as coisas que viriam da cidade,
tomavam a imaginação desocupada das meninas moças.
Acostumei a ler jornais com a leitura do ""Paiz"".
Colaboravam Carlos de Laet, Arthur Azevedo, Júlia Lopes de Almeida,
Carmem Dolores.
Meus primeiros escritinhos foram publicados no suplemento desse
[jornal.
Acompanhei, na sua leitura, fatos e acontecimentos universais.
O casamento de Afonso XIII com a princesa de Betenberg,
neta da rainha Vitória, um atentado anarquista,
uma bomba atirada no cortejo nupcial.
E mais todo o desenrolar da guerra russo-japonesa no começo deste
[século,
onde o Japão se revelou potência bélica, vencendo a Rússia.
Muitos meninos nascidos naquele tempo
tiveram o nome de Togo, o grande general japonês
A casa esperava o café. Regrava-se o sal na cozinha.
As mulheres dos moradores também esperavam suas encomendas.
Chita vistosa para vestidos, chinelos para dia santo e domingo.
Pente. Carrinho de linha, agulheiro, peça de algodão Americano.
Salamargo, riscado para camisa de homem. Metros de mescla barata
para o nu dos meninos, lenço ramado pra cabeça.
Alguma ferramenta para o serviço.
A ""carrada"" tinha que pagar toda esta bagaceira,
às vezes um saldo, mais vezes um ""deve"" no comércio
para acertar ""da outra vez"".

Uma festa, apurar o ouvido ao longínquo cantar do carro,
avistado na distância, esperar as novidades que vinham:
cartas, livros e jornais.
Era uma vida para aquela mocidade despreocupada,
pobre e feita de sonhos.

Imagem - 00580006


In: CORALINA, Cora. Vintém de cobre: meias confissões de Aninha. 4. ed. Goiânia: Ed. da Universidade Federal de Goiás, 198",64877
Gonçalves Crespo,As Velhas Negras,"As velhas negras, coitadas,
Ao longe estão assentadas
Do batuque folgazão.
Pulam crioulas faceiras
Em derredor das fogueiras
E das pipas de alcatrão.

Na floresta rumorosa
Esparge a lua formosa
A clara luz tropical.
Tremeluzem pirilampos
No verde-escuro dos campos
E nos côncavos do val.

Que noite de paz! que noite!
Não se ouve o estalar do açoite,
Nem as pragas do feitor!
E as pobres negras, coitadas,
Pendem as frontes cansadas
Num letárgico torpor!

E cismam: outrora, e dantes
Havia também descantes,
E o tempo era tão feliz!
Ai! que profunda saudade
Da vida, da mocidade
Nas matas do seu país!

E ante o seu olhar vazio
De esperanças, frio, frio
Como um véu de viuvez,
Ressurge e chora o passado
— Pobre ninho abandonado
Que a neve alagou, desfez... —

E pensam nos seus amores
Efêmeros como as flores
Que o sol queima no sertão...
Os filhos quando crescidos,
Foram levados, vendidos,
E ninguém sabe onde estão.

Conheceram muito dono:
Embalaram tanto sono
De tanta sinhá gentil!
Foram mucambas amadas,
E agora inúteis, curvadas.
Numa velhice imbecil!

No entanto o luar de prata
Envolve a colina e a mata
E os cafezais em redor!
E os negros mostrando os dentes,
Saltam lépidos, contentes,
No batuque estrugidor.

No espaçoso e amplo terreiro
A filha do Fazendeiro,
A sinhá sentimental,
Ouve um primo recém-vindo,
Que lhe narra o poema infindo
Das noites de Portugal.

E ela avista, entre sorrisos,
De uns longínquos paraísos
A tentadora visão...
No entanto as velhas, coitadas,
Cismam ao longe assentadas
Do batuque folgazão...

Imagem - 00030003


Publicado no livro Noturnos (1882).

In: CRESPO, Gonçalves. Obras completas. Pref. Afrânio Peixoto. Rio de Janeiro: Livros de Portugal, 194",18855
Daniel Filipe,Recado para a Amiga Distante,"Dorme Menino dorme
teu sonho quieto lúdico
enquanto longe estoura
a bomba no atol

Que outra coisa Menino
poderemos fazer
ante o inominado
desconhecido crime
que de entre as chamas nasce
no silêncio da noite?

Que palavra inventada
que rubro gládio pode
definir o temor
do começo do mundo?

Que estranho abjeto ritmo
em cogumelo alastra
sobre o teu sono puro
Menino sobre a esperança?

(Um tigre humano vem
a cada esquina oculto
no rumor da manhã
saciar-se de sangue)

",48221
Martha Medeiros,Bicho papão,"bicho papão
viu moça em flor
e papoula

",65896
Augusto dos Anjos,A Meu Pai Morto,"Madrugada de treze de Janeiro.
    Rezo, sonhando, o ofício da agonia.
    Meu pai nessa hora junto a mim morria
    Sem um gemido, assim como um cordeiro!

    E eu nem lhe ouvi o alento derradeiro!
    Quando acordei, cuidei que ele dormia,
    E disse à minha Mãe que me dizia:
    ""Acorda-o!"" deixa-o, Mãe, dormir primeiro!

    E sai para ver a Natureza!
    Em tudo o mesmo abismo de beleza,
    Nem uma névoa no estrelado céu.

    Mas pareceu-me, entre as estrelas flóreas,
    Como Elias, num carro azul de glórias,
    Ver a alma de meu Pai subindo ao Céu!

",183800
Eduardo White,País de mim,"42.
    O peso da vida!
    Gostava de senti-lo à tua maneira
    e ouvi-la crescer dentro de mim,
    em carne viva,

    não queria somente
    rasgar-te a ferida,
    não queria apenas esta vocação paciente
    do lavrador,
    mas, também, a da terra
    e que é a tua


    Assume o amor como um ofício
    onde tens que te esmerar,

    repete-o até à perfeição,
    repete-o quantas vezes for preciso
    até dentro dele tudo durar
    e ter sentido

    Deixa nele crescer o sol
    até tarde,
    deixa-o ser a asa da imaginação,
    a casa da concórdia,

    só nunca deixes que sobre
    para não ser memória.",11342
Vitorino Nemésio,A Concha,"A Concha

A minha casa é concha.Como os bichos

Segreguei-a de mim com paciência:

Fachada de marés,a sonhos e lixos,

O horto e os muros só areia e ausência.

Minha casa sou eu e os meus caprichos.

O orgulho carregado de inocência

Se às vezes dá uma varanda,vence-a

O sal que os santos esboroou nos nichos.

E telhados de vidro,e escadarias

Frágeis,cobertas de hera,on bronze falso!

Lareira aberta ao vento,as salas frias.

A minha casa...Mas é outra história:

Sou eu ao vento e à chuva,aqui descalço,

Sentado numa pedra de memória.

de O Bicho Harmonioso

",24248
Ary dos Santos,A Máquina Fotográfica,"É na câmara escura dos teus olhos
que se revela a água
água imagem
água nítida e fixa
água paisagem
boca nariz cabelos e cintura
terra sem nome
rosto sem figura
água móvel nos rios
parada nos retratos
água escorrida e pura
água viagem trânsito hiato.

Chego de longe. Venho em férias. Estou cansado.
Já suei o suor de oito séculos de mar
o tempo de onze meses de ordenado;
por isso, meu amor, viajo a nado
não por ser português mal empregado
mas por sofrer dos pés
e estar desidratado.

Chego. Mudo de fato. Calço a idade
que melhor quadra à minha solidão
e saio a procurar-te na cidade
contratada violenta negativa
tu única sombra murmurada
única rua mal iluminada
única imagem desfocada e viva.

Moras aonde eu sei. É na distância
onde chego de táxi.
Sou turista
com trinta e seis hipóteses no rolo;
venho ao teu miradoiro ver a pista
trago a minha tristeza a tiracolo.

Enquadro-te regulo-te disparo-te
revelo-te retoco-te repito-te
compro um frasco de tédio e um aparo
nas tuas costas ponho uma estampilha
e escrevo aos meus amigos que estão longe
charmant pays
the sun is shinning
love.

Emendo-te rasuro-te preencho-te
assino-te destino-te comando-te
és o lugar concreto onde procuro
a noite de passagem o abrigo seguro
a hora de acordar que se diz ao porteiro
o tempo que não segue o tempo em que não duro
senão um dia inteiro.

Invento-te desbravo-te desvendo-te
surges letra por letra, película sonora,
do sentido à vogal do tema à consoante
sem presença no espaço sem diferença na hora.

És a rota da Índia o sarcasmo do vento
a cãibra do gajeiro o erro do sextante
o acaso a maré o mapa a descoberta
num novo continente itinerante.
",135531
António Ramos Rosa,"Onde mora a memória obscura,onde","esse cavalo persiste como um relâmpago de pedra,
onde o corpo se nega,onde a noite ensurdece,
caminho sobre pedras na minha casa pobre.
Não conheço esse lago,não fui a esse país.
Mas aqui é um termo ou princípio novo.
Com a baba do cavalo,com os seus nervos mais finos
reconstruí o corpo,silenciei os membros.
Não se estancou a sede,no mesmo caos de agora,
mas a língua rebenta,as vértebras estalam
por uma nova língua,por um cavalo que una
a terra à tua boca,e a tua boca à água.

de Ciclo do Cavalo(1975)

",108726
Arnaldo Antunes,As Coisas,"As coisas têm peso,
massa, volume, tama-
nho, tempo, forma, cor,
posição, textura, dura-
ção, densidade, cheiro,
valor, consistência, pro-
fundidade, contorno,
temperatura, função,
aparência, preço, desti-
no, idade, sentido. As
coisas não têm paz.


In: ANTUNES, Arnaldo. As coisas. Il. Rosa Moreau Antunes. 2.ed. São Paulo: Iluminuras, 1993. p.91

NOTA: Música gravada por Gilberto Gil e Caetano Veloso (vocal) no disco Tropicália 2 (São Paulo: BMG Ariola, 1993",23739
Vladimir Maiakovski,DE V INTERNACIONAL,"(tradução:  Augusto de Campos)

    Eu
    à poesia
    só permito uma forma:
    concisão,
    precisão das fórmulas
    matemáticas.
    Às parlengas poéticas estou acostumado,
    eu ainda falo versos e não fatos.
    Porém
    se eu falo
    ""A""
    este ""a""
    é uma trombeta-alarma para a Humanidade.
    Se eu falo
    ""B""
    é uma nova bomba na batalha do homem.

",48555
Álvares de Azevedo,Spleen e Charutos - I Solidão,"Nas nuvens cor de cinza do horizonte
A lua amarelada a face embuça;
Parece que tem frio, e no seu leito
Deitou, para dormir, a carapuça.

Ergueu-se, vem da noite a vagabunda
Sem chale, sem camisa e sem mantilha,
Vem nua e bela procurar amantes;
É douda por amor da noite a filha.

As nuvens são uns frades de joelhos,
Rezam adormecendo no oratório;
Todos têm o capuz e bons narizes,
E parecem sonhar o refeitório.

As árvores prateiam-se na praia,
Qual de uma fada os mágicos retiros....
Ó lua, as doces brisas que sussurram
Coam dos lábios como suspiros!

Falando ao coração que nota aérea
Deste céu, destas águas se desata?
Canta assim algum gênio adormecido
Das ondas mortas no lençol de prata?

Minha alma tenebrosa se entristece,
É muda como sala mortuária....
Deito-me só e triste, e sem ter fome
Vejo na mesa a ceia solitária.

Ó lua, ó lua bela dos amores,
Se tu és moça e tens um peito amigo,
Não me deixes assim dormir solteiro,
À meia-noite vem cear comigo!


Publicado no livro Poesias de Manuel Antônio Álvares de Azevedo (1853). Poema integrante da série Segunda Parte.

In: GRANDES poetas românticos do Brasil. Pref. e notas biogr. Antônio Soares Amora. Introd. Frederico José da Silva Ramos. São Paulo: LEP, 1959. v.",150728
Alberto de Oliveira,Flor de Caverna,"Fica às vezes em nós um verso a que a ventura
Não é dada jamais de ver a luz do dia;
Fragmento de expressão de idéia fugidia,
Do pélago interior bóia na vaga escura.

Sós o ouvimos conosco; à meia voz murmura,
Vindo-nos da consciência a flux, lá da sombria
Profundeza da mente, onde erra e se enfastia,
Cantando, a distrair os ócios da clausura.

Da alma, qual por janela aberta par e par,
Outros livre se vão, voejando cento e cento
Ao sol, à vida, à glória e aplausos. Este não.

Este aí jaz entaipado, este aí jaz a esperar
Morra, volvendo ao nada, — embrião de pensamento
Abafado em si mesmo e em sua escuridão.


Publicado no livro Poesias, 1912/1925: quarta série (1927). Poema integrante da série Alma e Céu.

In: OLIVEIRA, Alberto de. Poesias completas. Ed. crít. Marco Aurélio Mello Reis. Rio de Janeiro: Núcleo Ed. da UERJ, 1979. v.3. (Fluminense",76312
